Agreeable_W2_PCG,Conscientious_W2_PCG,Emo_Stability_W2_PCG,Extravert_W2_PCG,Openness_W2_PCG,Agreeable_W3_PCG,Conscientious_W3_PCG,Emo_Stability_W3_PCG,Extravert_W3_PCG,Openness_W3_PCG,Agreeable_W3_SCG,Conscientious_W3_SCG,Emo_Stability_W3_SCG,Extravert_W3_SCG,Openness_W3_SCG,Agreeable_W3_YP,Conscientious_W3_YP,Emo_Stability_W3_YP,Extravert_W3_YP,Openness_W3_YP,DEIS_binary,Fee_paying,Discussed_exams_PCG,Discussed_friends_PCG,Discussed_future_PCG,Discussed_teachers_PCG,Discussed_workload_PCG,Discussed_subjects_PCG,Discussed_exams_YP,Discussed_friends_YP,Discussed_future_YP,Discussed_teachers_YP,Discussed_workload_YP,Discussed_subjects_YP,PCG_Educ,SCG_Educ,TC_writing,TC_reading,TC_comprehension,TC_maths,TC_imagin_creat,TC_oral_comm,TC_prob_solving
-0.0864198880893818,-0.11865979982289043,-0.1081363225506492,-0.06817475152435781,-0.06883598955529069,-0.11188290608374896,-0.14168464744895418,-0.14048218314357971,-0.09932832401708144,-0.11563150393546377,-0.1036930019776542,-0.13874571812424322,-0.13724428557155416,-0.11558566046493914,-0.10982682367000128,-0.03795305383830499,-0.07492014990207847,-0.050069169445058716,-0.0708018878336799,-0.0387322404752036,0.06179844444412052,-0.05425958575541742,-0.08636153616836144,-0.05653968532635857,-0.0685225820749534,-0.07980823278918733,-0.09285852169626459,-0.10859024720587147,-0.12874865923795686,-0.11114233911349644,-0.10299135439938285,-0.12229038785890221,-0.12781905376480104,-0.14413841916459455,-0.10975918867201061,-0.0959209321629767,-0.3057993193229602,-0.3108198313277298,-0.32174232321286095,-0.29110508839426336,-0.2704000050361735,-0.2862462261896742,-0.31030294699000627
-0.07864199881504193,-0.023967067554659438,-0.0014720022930810317,-0.025036210317975927,-0.03346393818708887,-0.08067956138203025,-0.04783985020352316,0.008557114604309392,-0.06609927878353185,-0.06132529077195239,-0.06869492135035161,-0.03770783742278794,0.014578287151423211,-0.05028817404448351,-0.03614237359237119,-0.07676668133133513,-0.07222713677196142,-0.012744544363947646,-0.06224588652375477,-0.07521761379307133,-0.0371607768743174,0.05281715768159377,-0.25810444816410183,-0.2569224322169454,-0.2554884064963753,-0.2810019854671732,-0.2921106440732617,-0.2671523340602401,-0.20955955459578665,-0.21275886078937098,-0.21074925187454402,-0.22463461123975964,-0.24233859051524081,-0.22711777216331472,0.0753072056555388,0.07472939633461274,0.15801672235387107,0.17082275799766053,0.18293193295097543,0.17992454677360148,0.15440704186764223,0.14712971101320235,0.18618836072731276
-0.15734293030278443,-0.14144182680025263,-0.18900362854717687,-0.11199824335364317,-0.07611416981226421,-0.20176046169611928,-0.20521404749283215,-0.2935951004547337,-0.21993136103428332,-0.18584823794976185,-0.23634478603258866,-0.20934812117912555,-0.2727349021886317,-0.21454632573742333,-0.20243412134109662,-0.07334471772788563,-0.16884063365430355,-0.21080828936163767,-0.186413025177819,-0.11022926834646814,-0.022260767770730695,0.00904338801000869,0.15049096003871404,0.15207227496114267,0.1308414351683065,0.15140858701402685,0.1569068615575977,0.1515864362390042,0.053931821314350314,0.033395274904659836,0.05153947835712388,0.03388096044325702,0.0463962957961683,0.06957898558814324,0.044897962258284754,0.06848767969211277,0.123036264917973,0.14367262296963382,0.1501253462188409,0.1015938183414489,0.11736887439740758,0.11876745241385984,0.10441589182860016
-0.12760214068662193,-0.23533729073312,-0.014355765523470482,0.2886031286398779,0.1145211800647013,-0.2255141136066888,-0.28657860546958003,-0.029380998223827115,0.3906920184851866,0.17485802946782147,-0.18805438788347872,-0.2680498557171406,-0.040739137386308036,0.3385759396107188,0.11368382429221315,-0.13375771122279909,-0.1954980514278248,0.03188117418329624,0.36887010509861134,0.21010570897681857,-0.008421036839636216,0.05877904192772824,0.016021691984531877,0.011725810399853608,0.06311722399791424,0.035294396004336225,0.004309851189595786,0.04991518965717926,-0.01578383165065349,-0.07567877937043432,0.0036961330816757303,-0.028391489900698532,-0.06475892676993811,-0.011667793606228948,0.05687982167163092,0.055825446590016564,-0.048870313021642194,-0.014788498116385235,-0.011725857462852603,-0.004951066347316683,0.06388651346855614,0.06994270213299365,-0.003049783682911081
0.09376349575528355,0.08659395802600997,0.08192269750670703,0.022435628166941154,0.14017440032825013,0.06671716931968898,0.0832986425279389,0.0666724211028121,0.006339813488395074,0.10372825575871697,0.015405199307157336,0.05496576308366553,-0.0022579561290364796,-0.031723658149013644,0.04237945320544579,0.006734129729790909,0.03097731686355337,-0.021050397143559867,-0.05677137069086528,-0.02096430416578402,0.05602371828060991,-0.09834525694738752,0.23773185282571974,0.22861031473405766,0.25188219934339523,0.2433201255054573,0.22652879450518268,0.2261977870086014,-0.3000396199183263,-0.27225688789414487,-0.23585347185765324,-0.35042807786071617,-0.33304452420154707,-0.31864887803966646,-0.08331822442017353,-0.07761584793522279,0.03154242543901238,0.012621962255961962,0.019839781997282913,0.03686152200955392,0.027320873425960634,0.007727657886644824,0.02462410332813626
0.007903189201024985,0.1665817273454171,0.1118053622973983,0.04425893417617917,0.036562888522,-0.06556573913501765,0.14469760808245172,0.007787586347521157,0.014587467835504627,0.0008787932549103282,-0.04486545621046686,0.08680369170729796,-0.027616928148495618,-0.023172258555086922,-0.0355843671565117,-0.15173313397927923,0.02332263721488964,-0.07274103133669135,-0.028875015856179742,-0.14809404234618873,-0.28789670200605827,0.4353221364423839,0.04104532651075638,-0.018520035808253826,-0.00879174450168405,0.025480005736164733,0.08082283871144175,0.10246880306558777,-0.02378353031478773,-0.041260047790594986,-0.0034869793830109596,-0.06718290489355665,-0.030878028861456405,-0.005229000496818949,0.4982975802314836,0.5130642863173352,-0.11216195413779251,-0.11173499965469381,-0.11251419573155498,-0.06488151094916259,-0.054092131589127505,-0.0630468200507185,-0.08260023464664581
-0.024781740279001704,0.26704743282252563,-0.07142864404266082,0.1961217543291077,0.1982693436543514,-0.19961680698686607,0.2942011753775379,-0.34465050499705796,0.13202191237122926,0.14184459988266496,-0.21253115277225007,0.22727422975221565,-0.36127627324332645,0.045586660852031335,0.08452227553447589,-0.050274529763957077,0.3330616198211865,-0.36134973335511744,0.04860538081901067,0.027424678007422515,-0.015852360449510605,-0.06603817089741568,-0.06616938832885168,0.028956194814766342,-0.09112821723355896,-0.04348953487958822,-0.06937305012355315,-0.09272091101338537,0.007000825776716548,0.08273987280525691,-0.030193910585968757,0.021760569043345963,0.03358961776076342,-0.03861704170431232,-0.1210572520870043,-0.1230199014345712,0.052994098646266315,0.013829764967060922,0.007121290732068306,-0.02025015337054368,-0.004733034434037642,0.026075086012339013,-0.021513050166024356
0.4293309232636387,0.0008676849624897065,0.2280754970717539,0.10929748588108246,0.3663073418594235,0.27092183560887806,-0.15738762607390197,-0.10190101433198295,-0.0899170719494071,0.22913342028862732,0.09993917146698703,-0.2512430585799317,-0.16649973461931003,-0.12852272967620615,0.03245369053614393,0.22390044099584278,-0.31576777793676947,-0.2544371135311015,-0.17065636691511182,0.12412619936759148,-0.10823643601334053,-0.015887646146202,-0.07417693974119724,0.040723478567238056,-0.0662253944838982,-0.06658937235914712,-0.08543908566712109,-0.06933162710183954,-0.0047972841147257235,0.11766940870300178,-0.01244750969692947,0.011675345510446957,-0.007057666406122841,0.041500637989528286,0.012694329534039745,0.07734325338610497,-0.014650852972878065,-0.015414043713798647,-0.0026070311701260986,-0.05509144263953035,0.06804000782077352,0.001962575301549175,-0.024822590983892306
-0.11532594633350364,-0.21396811286422648,-0.43394968525816496,-0.2928654884081892,-0.2544375435084114,0.13262970774202998,0.010369910932271367,-0.18310070235987483,-0.031324742268363986,0.19468863707712908,0.26274174372375875,0.14324249048993798,0.00018441049675821386,0.08871639632340986,0.35433992382714735,0.25003553117604216,-0.011531408708793607,-0.22527286268261454,0.04460068720189332,0.27302662528916477,-0.1621216414812101,0.11148494709949663,-0.027156114221107794,0.08276712285023703,0.013379124888826876,0.010079898536013944,0.009799323587535587,-0.027336881057239137,-0.07807385832269535,0.0359635506250909,-0.03902148140775157,-0.07012092258318242,-0.051971968995164104,-0.0757908025173,0.09420487081840856,0.09420471918505938,0.015238684846107306,-0.010922436570413733,-0.001115013687357228,-0.05341031328184531,0.07890188623285393,0.024202575658379678,-0.04016817521803361
-0.02280208435787996,0.03534122437957514,0.0025861725549369344,-0.15060527956913172,0.0066010247578240835,0.014587035363723473,0.1114489572816491,0.07992196004663372,-0.04805504754023472,0.109593512538581,-0.2937731128850598,-0.18085058893994177,-0.22494142755491103,-0.21898380157992342,-0.25798955760272096,0.3559720425830034,0.28538039309802704,0.38379734930598797,0.14422068028761126,0.47967949745008953,-0.021029296090974814,-0.024815487204484954,-0.039800767971073917,0.02171451261746779,-0.045746000241153564,0.02611472013097594,0.009084515012593546,0.01067848312753701,-0.042100341640269906,-0.016938295984444175,-0.0850934725035188,0.03607134437846137,0.012788250773520679,-0.02935805707971618,0.11457157182110396,0.13388365059493015,-0.01647043592803302,-0.018976084203623428,0.015576250354254379,0.030518759742459902,0.011557256405445467,0.009450652998491058,0.02991590069186873
